year,name,rank,sex
1926,Lois,19,female
1926,Gloria,20,female
1927,Mary,1,female
1927,Dorothy,2,female
1927,Betty,3,female
1927,Helen,4,female
1927,Margaret,5,female
1927,Ruth,6,female
1927,Doris,7,female
1927,Virginia,8,female
1927,Shirley,9,female
1927,Barbara,10,female
1927,Mildred,11,female
1927,Frances,12,female
1927,Elizabeth,13,female
1927,Jean,14,female
1927,Evelyn,15,female
1927,Anna,16,female
1927,Alice,17,female
1927,Patricia,18,female
1927,Lois,19,female
1927,Marie,20,female
1928,Mary,1,female
1928,Betty,2,female
1928,Dorothy,3,female
1928,Helen,4,female
1928,Margaret,5,female
1928,Ruth,6,female
1928,Doris,7,female
1928,Barbara,8,female
1928,Virginia,9,female
1928,Shirley,10,female
1928,Patricia,11,female
1928,Jean,12,female
1928,Frances,13,female
1928,Elizabeth,14,female
1928,Mildred,15,female
1928,Anna,16,female
1928,Evelyn,17,female
1928,Lois,18,female
1928,Alice,19,female
1928,Dolores,20,female
1929,Mary,1,female
1929,Betty,2,female
1929,Dorothy,3,female
1929,Helen,4,female
1929,Margaret,5,female
1929,Doris,6,female
1929,Barbara,7,female
1929,Ruth,8,female
1929,Shirley,9,female
1929,Patricia,10,female
1929,Virginia,11,female
1929,Jean,12,female
1929,Joan,13,female
1929,Dolores,14,female
1929,Elizabeth,15,female
1929,Frances,16,female
1929,Lois,17,female
1929,Mildred,18,female
1929,Evelyn,19,female
1929,Anna,20,female
1930,Mary,1,female
1930,Betty,2,female
1930,Dorothy,3,female
1930,Helen,4,female
1930,Margaret,5,female
1930,Barbara,6,female
1930,Patricia,7,female
1930,Joan,8,female
1930,Doris,9,female
1930,Ruth,10,female
1930,Shirley,11,female
1930,Virginia,12,female
1930,Dolores,13,female
1930,Jean,14,female
1930,Elizabeth,15,female
1930,Frances,16,female
1930,Lois,17,female
1930,Joyce,18,female
1930,Evelyn,19,female
1930,Alice,20,female
1931,Mary,1,female
1931,Betty,2,female
1931,Dorothy,3,female
1931,Barbara,4,female
1931,Joan,5,female
1931,Helen,6,female
1931,Margaret,7,female
1931,Patricia,8,female
1931,Shirley,9,female
1931,Doris,10,female
1931,Ruth,11,female
1931,Virginia,12,female
1931,Jean,13,female
1931,Dolores,14,female
1931,Joyce,15,female
1931,Elizabeth,16,female
1931,Nancy,17,female
1931,Frances,18,female
1931,Marilyn,19,female
1931,Lois,20,female
1932,Mary,1,female
1932,Betty,2,female
1932,Barbara,3,female
1932,Dorothy,4,female
1932,Joan,5,female
1932,Patricia,6,female
1932,Margaret,7,female
1932,Helen,8,female
1932,Shirley,9,female
1932,Doris,10,female
1932,Ruth,11,female
1932,Joyce,12,female
1932,Nancy,13,female
1932,Virginia,14,female
1932,Jean,15,female
1932,Marilyn,16,female
1932,Elizabeth,17,female
1932,Dolores,18,female
1932,Frances,19,female
1932,Lois,20,female
1933,Mary,1,female
1933,Betty,2,female
1933,Barbara,3,female
1933,Dorothy,4,female
1933,Joan,5,female
1933,Patricia,6,female
1933,Margaret,7,female
1933,Helen,8,female
1933,Shirley,9,female
1933,Doris,10,female
1933,Nancy,11,female
1933,Joyce,12,female
1933,Ruth,13,female
1933,Jean,14,female
1933,Virginia,15,female
1933,Marilyn,16,female
1933,Elizabeth,17,female
1933,Frances,18,female
1933,Lois,19,female
1933,Carol,20,female
1934,Mary,1,female
1934,Betty,2,female
1934,Barbara,3,female
1934,Shirley,4,female
1934,Dorothy,5,female
1934,Patricia,6,female
1934,Joan,7,female
1934,Margaret,8,female
1934,Helen,9,female
1934,Nancy,10,female
1934,Doris,11,female
1934,Joyce,12,female
1934,Ruth,13,female
1934,Carol,14,female
1934,Virginia,15,female
1934,Jean,16,female
1934,Marilyn,17,female
1934,Elizabeth,18,female
1934,Frances,19,female
1934,Lois,20,female
1935,Mary,1,female
1935,Shirley,2,female
1935,Barbara,3,female
1935,Betty,4,female
1935,Patricia,5,female
1935,Dorothy,6,female
1935,Joan,7,female
1935,Margaret,8,female
1935,Nancy,9,female
1935,Helen,10,female
1935,Carol,11,female
1935,Joyce,12,female
1935,Doris,13,female
1935,Marilyn,14,female
1935,Ruth,15,female
1935,Virginia,16,female
1935,Elizabeth,17,female
1935,Jean,18,female
1935,Frances,19,female
1935,Beverly,20,female
1936,Mary,1,female
1936,Shirley,2,female
1936,Barbara,3,female
1936,Betty,4,female
1936,Patricia,5,female
1936,Dorothy,6,female
1936,Joan,7,female
1936,Nancy,8,female
1936,Margaret,9,female
1936,Carol,10,female
1936,Helen,11,female
1936,Joyce,12,female
1936,Marilyn,13,female
1936,Virginia,14,female
1936,Doris,15,female
1936,Ruth,16,female
1936,Beverly,17,female
1936,Elizabeth,18,female
1936,Frances,19,female
1936,Jean,20,female
1937,Mary,1,female
1937,Barbara,2,female
1937,Patricia,3,female
1937,Shirley,4,female
1937,Betty,5,female
1937,Carol,6,female
1937,Nancy,7,female
1937,Dorothy,8,female
1937,Joan,9,female
1937,Margaret,10,female
1937,Joyce,11,female
1937,Helen,12,female
1937,Marilyn,13,female
1937,Beverly,14,female
1937,Ruth,15,female
1937,Virginia,16,female
1937,Elizabeth,17,female
1937,Janet,18,female
1937,Frances,19,female
1937,Carolyn,20,female
1938,Mary,1,female
1938,Barbara,2,female
1938,Patricia,3,female
1938,Betty,4,female
1938,Shirley,5,female
1938,Carol,6,female
1938,Nancy,7,female
1938,Dorothy,8,female
1938,Margaret,9,female
1938,Joan,10,female
1938,Joyce,11,female
1938,Judith,12,female
1938,Helen,13,female
1938,Sandra,14,female
1938,Carolyn,15,female
1938,Janet,16,female
1938,Elizabeth,17,female
1938,Beverly,18,female
1938,Marilyn,19,female
1938,Donna,20,female
1939,Mary,1,female
1939,Barbara,2,female
1939,Patricia,3,female
1939,Betty,4,female
1939,Shirley,5,female
1939,Carol,6,female
1939,Nancy,7,female
1939,Judith,8,female
1939,Dorothy,9,female
1939,Margaret,10,female
1939,Joan,11,female
1939,Joyce,12,female
1939,Sandra,13,female
1939,Carolyn,14,female
1939,Linda,15,female
1939,Helen,16,female
1939,Janet,17,female
1939,Elizabeth,18,female
1939,Marilyn,19,female
1939,Donna,20,female
1940,Mary,1,female
1940,Barbara,2,female
1940,Patricia,3,female
1940,Judith,4,female
1940,Betty,5,female
1940,Carol,6,female
1940,Nancy,7,female
1940,Linda,8,female
1940,Shirley,9,female
1940,Sandra,10,female
1940,Margaret,11,female
1940,Dorothy,12,female
1940,Joyce,13,female
1940,Joan,14,female
1940,Carolyn,15,female
1940,Judy,16,female
1940,Sharon,17,female
1940,Helen,18,female
1940,Janet,19,female
1940,Elizabeth,20,female
1941,Mary,1,female
1941,Barbara,2,female
1941,Patricia,3,female
1941,Carol,4,female
1941,Linda,5,female
1941,Judith,6,female
1941,Betty,7,female
1941,Nancy,8,female
1941,Sandra,9,female
1941,Shirley,10,female
1941,Carolyn,11,female
1941,Margaret,12,female
1941,Joyce,13,female
1941,Dorothy,14,female
1941,Sharon,15,female
1941,Judy,16,female
1941,Joan,17,female
1941,Janet,18,female
1941,Karen,19,female
1941,Donna,20,female
1942,Mary,1,female
1942,Barbara,2,female
1942,Patricia,3,female
1942,Linda,4,female
1942,Carol,5,female
1942,Sandra,6,female
1942,Judith,7,female
1942,Nancy,8,female
1942,Betty,9,female
1942,Carolyn,10,female
1942,Sharon,11,female
1942,Shirley,12,female
1942,Joyce,13,female
1942,Margaret,14,female
1942,Judy,15,female
1942,Karen,16,female
1942,Dorothy,17,female
1942,Joan,18,female
1942,Janet,19,female
1942,Donna,20,female
1943,Mary,1,female
1943,Barbara,2,female
1943,Patricia,3,female
1943,Linda,4,female
1943,Carol,5,female
1943,Sandra,6,female
1943,Judith,7,female
1943,Sharon,8,female
1943,Nancy,9,female
1943,Betty,10,female
1943,Carolyn,11,female
1943,Shirley,12,female
1943,Judy,13,female
1943,Margaret,14,female
1943,Karen,15,female
1943,Joyce,16,female
1943,Donna,17,female
1943,Susan,18,female
1943,Dorothy,19,female
1943,Janet,20,female
1944,Mary,1,female
1944,Barbara,2,female
1944,Linda,3,female
1944,Patricia,4,female
1944,Carol,5,female
1944,Sandra,6,female
1944,Nancy,7,female
1944,Sharon,8,female
1944,Judith,9,female
1944,Betty,10,female
1944,Carolyn,11,female
1944,Judy,12,female
1944,Susan,13,female
1944,Margaret,14,female
1944,Shirley,15,female
1944,Karen,16,female
1944,Donna,17,female
1944,Joyce,18,female
1944,Dorothy,19,female
1944,Kathleen,20,female
1945,Mary,1,female
1945,Linda,2,female
1945,Barbara,3,female
1945,Patricia,4,female
1945,Carol,5,female
1945,Sandra,6,female
1945,Nancy,7,female
1945,Sharon,8,female
1945,Judith,9,female
1945,Susan,10,female
1945,Betty,11,female
1945,Carolyn,12,female
1945,Judy,13,female
1945,Shirley,14,female
1945,Margaret,15,female
1945,Karen,16,female
1945,Donna,17,female
1945,Joyce,18,female
1945,Kathleen,19,female
1945,Dorothy,20,female
1946,Mary,1,female
1946,Linda,2,female
1946,Patricia,3,female
1946,Barbara,4,female
1946,Carol,5,female
1946,Sandra,6,female
1946,Nancy,7,female
1946,Susan,8,female
1946,Sharon,9,female
1946,Judith,10,female
1946,Judy,11,female
1946,Carolyn,12,female
1946,Donna,13,female
1946,Betty,14,female
1946,Karen,15,female
1946,Kathleen,16,female
1946,Margaret,17,female
1946,Shirley,18,female
1946,Diane,19,female
1946,Joyce,20,female
1947,Linda,1,female
1947,Mary,2,female
1947,Patricia,3,female
1947,Barbara,4,female
1947,Sandra,5,female
1947,Carol,6,female
1947,Nancy,7,female
1947,Susan,8,female
1947,Sharon,9,female
1947,Donna,10,female
1947,Kathleen,11,female
1947,Judith,12,female
1947,Karen,13,female
1947,Judy,14,female
1947,Carolyn,15,female
1947,Margaret,16,female
1947,Betty,17,female
1947,Diane,18,female
1947,Shirley,19,female
1947,Joyce,20,female
1948,Linda,1,female
1948,Mary,2,female
1948,Barbara,3,female
1948,Patricia,4,female
1948,Susan,5,female
1948,Sandra,6,female
1948,Nancy,7,female
1948,Carol,8,female
1948,Sharon,9,female
1948,Kathleen,10,female
1948,Donna,11,female
1948,Karen,12,female
1948,Margaret,13,female
1948,Carolyn,14,female
1948,Judith,15,female
1948,Judy,16,female
1948,Brenda,17,female
1948,Betty,18,female
1948,Diane,19,female
1948,Shirley,20,female
1949,Linda,1,female
1949,Mary,2,female
1949,Patricia,3,female
1949,Barbara,4,female
1949,Susan,5,female
1949,Sandra,6,female
1949,Nancy,7,female
1949,Carol,8,female
1949,Kathleen,9,female
1949,Sharon,10,female
1949,Karen,11,female
1949,Donna,12,female
1949,Brenda,13,female
1949,Margaret,14,female
1949,Deborah,15,female
1949,Judith,16,female
1949,Carolyn,17,female
1949,Shirley,18,female
1949,Diane,19,female
1949,Judy,20,female
1950,Linda,1,female
1950,Mary,2,female
1950,Patricia,3,female
1950,Barbara,4,female
1950,Susan,5,female
1950,Nancy,6,female
1950,Deborah,7,female
1950,Sandra,8,female
1950,Carol,9,female
1950,Kathleen,10,female
1950,Sharon,11,female
1950,Karen,12,female
1950,Donna,13,female
1950,Brenda,14,female
1950,Margaret,15,female
1950,Diane,16,female
1950,Pamela,17,female
1950,Janet,18,female
1950,Shirley,19,female
1950,Carolyn,20,female
1951,Linda,1,female
1951,Mary,2,female
1951,Patricia,3,female
1951,Deborah,4,female
1951,Barbara,5,female
1951,Susan,6,female
1951,Nancy,7,female
1951,Karen,8,female
1951,Sandra,9,female
1951,Kathleen,10,female
1951,Carol,11,female
1951,Donna,12,female
1951,Sharon,13,female
1951,Brenda,14,female
1951,Diane,15,female
1951,Pamela,16,female
1951,Margaret,17,female
1951,Debra,18,female
1951,Janet,19,female
1951,Cynthia,20,female
1952,Linda,1,female
1952,Mary,2,female
1952,Patricia,3,female
1952,Deborah,4,female
1952,Susan,5,female
1952,Barbara,6,female
1952,Nancy,7,female
1952,Karen,8,female
1952,Debra,9,female
1952,Sandra,10,female
1952,Kathleen,11,female
1952,Carol,12,female
1952,Donna,13,female
1952,Sharon,14,female
1952,Brenda,15,female
1952,Diane,16,female
1952,Pamela,17,female
1952,Cynthia,18,female
1952,Janet,19,female
1952,Christine,20,female
1953,Mary,1,female
1953,Linda,2,female
1953,Deborah,3,female
1953,Patricia,4,female
1953,Susan,5,female
1953,Barbara,6,female
1953,Debra,7,female
1953,Nancy,8,female
1953,Karen,9,female
1953,Pamela,10,female
1953,Sandra,11,female
1953,Cynthia,12,female
1953,Donna,13,female
1953,Kathleen,14,female
1953,Sharon,15,female
1953,Carol,16,female
1953,Diane,17,female
1953,Brenda,18,female
1953,Janet,19,female
1953,Margaret,20,female
1954,Mary,1,female
1954,Linda,2,female
1954,Deborah,3,female
1954,Patricia,4,female
1954,Susan,5,female
1954,Debra,6,female
1954,Barbara,7,female
1954,Karen,8,female
1954,Nancy,9,female
1954,Cynthia,10,female
1954,Donna,11,female
1954,Pamela,12,female
1954,Sandra,13,female
1954,Kathleen,14,female
1954,Carol,15,female
1954,Sharon,16,female
1954,Diane,17,female
1954,Brenda,18,female
1954,Janet,19,female
1954,Elizabeth,20,female
1955,Mary,1,female
1955,Deborah,2,female
1955,Linda,3,female
1955,Debra,4,female
1955,Susan,5,female
1955,Patricia,6,female
1955,Barbara,7,female
1955,Karen,8,female
1955,Nancy,9,female
1955,Donna,10,female
1955,Cynthia,11,female
1955,Pamela,12,female
1955,Sandra,13,female
1955,Diane,14,female
1955,Carol,15,female
1955,Sharon,16,female
1955,Kathleen,17,female
1955,Brenda,18,female
1955,Cheryl,19,female
1955,Janet,20,female
1956,Mary,1,female
1956,Debra,2,female
1956,Linda,3,female
1956,Deborah,4,female
1956,Susan,5,female
1956,Patricia,6,female
1956,Karen,7,female
1956,Cynthia,8,female
1956,Barbara,9,female
1956,Donna,10,female
1956,Nancy,11,female
1956,Pamela,12,female
1956,Sharon,13,female
1956,Sandra,14,female
1956,Diane,15,female
1956,Carol,16,female
1956,Kathleen,17,female
1956,Cheryl,18,female
1956,Brenda,19,female
1956,Kathy,20,female
1957,Mary,1,female
1957,Susan,2,female
1957,Linda,3,female
1957,Debra,4,female
1957,Karen,5,female
1957,Deborah,6,female
1957,Cynthia,7,female
1957,Patricia,8,female
1957,Barbara,9,female
1957,Donna,10,female
1957,Nancy,11,female
1957,Pamela,12,female
1957,Brenda,13,female
1957,Sharon,14,female
1957,Sandra,15,female
1957,Cheryl,16,female
1957,Diane,17,female
1957,Carol,18,female
1957,Cindy,19,female
1957,Kathy,20,female
1958,Mary,1,female
1958,Susan,2,female
1958,Linda,3,female
1958,Karen,4,female
1958,Patricia,5,female
1958,Debra,6,female
1958,Deborah,7,female
1958,Cynthia,8,female
1958,Barbara,9,female
1958,Donna,10,female
1958,Pamela,11,female
1958,Nancy,12,female
1958,Cheryl,13,female
1958,Kathy,14,female
1958,Sandra,15,female
1958,Brenda,16,female
1958,Sharon,17,female
1958,Diane,18,female
1958,Lisa,19,female
1958,Carol,20,female
1959,Mary,1,female
1959,Susan,2,female
1959,Linda,3,female
1959,Karen,4,female
1959,Donna,5,female
1959,Patricia,6,female
1959,Debra,7,female
1959,Cynthia,8,female
1959,Deborah,9,female
1959,Lisa,10,female
1959,Barbara,11,female
1959,Pamela,12,female
1959,Sandra,13,female
1959,Nancy,14,female
1959,Kathy,15,female
1959,Brenda,16,female
1959,Sharon,17,female
1959,Cheryl,18,female
1959,Diane,19,female
1959,Debbie,20,female
1960,Mary,1,female
1960,Susan,2,female
1960,Linda,3,female
1960,Karen,4,female
1960,Donna,5,female
1960,Lisa,6,female
1960,Patricia,7,female
1960,Debra,8,female
1960,Cynthia,9,female
1960,Deborah,10,female
1960,Sandra,11,female
1960,Barbara,12,female
1960,Brenda,13,female
1960,Pamela,14,female
1960,Nancy,15,female
1960,Sharon,16,female
1960,Cheryl,17,female
1960,Elizabeth,18,female
1960,Teresa,19,female
1960,Lori,20,female
1961,Mary,1,female
1961,Lisa,2,female
1961,Susan,3,female
1961,Linda,4,female
1961,Karen,5,female
1961,Patricia,6,female
1961,Donna,7,female
1961,Cynthia,8,female
1961,Sandra,9,female
1961,Deborah,10,female
1961,Brenda,11,female
1961,Barbara,12,female
1961,Debra,13,female
1961,Lori,14,female
1961,Pamela,15,female
1961,Nancy,16,female
1961,Sharon,17,female
1961,Teresa,18,female
1961,Elizabeth,19,female
1961,Cheryl,20,female
1962,Lisa,1,female
1962,Mary,2,female
1962,Susan,3,female
1962,Karen,4,female
1962,Linda,5,female
1962,Patricia,6,female
1962,Donna,7,female
1962,Cynthia,8,female
1962,Deborah,9,female
1962,Sandra,10,female
1962,Lori,11,female
1962,Brenda,12,female
1962,Pamela,13,female
1962,Barbara,14,female
1962,Debra,15,female
1962,Kimberly,16,female
1962,Sharon,17,female
1962,Teresa,18,female
1962,Nancy,19,female
1962,Elizabeth,20,female
1963,Lisa,1,female
1963,Mary,2,female
1963,Susan,3,female
1963,Karen,4,female
1963,Linda,5,female
1963,Donna,6,female
1963,Patricia,7,female
1963,Lori,8,female
1963,Sandra,9,female
1963,Cynthia,10,female
1963,Kimberly,11,female
1963,Tammy,12,female
1963,Deborah,13,female
1963,Pamela,14,female
1963,Brenda,15,female
1963,Laura,16,female
1963,Barbara,17,female
1963,Teresa,18,female
1963,Sharon,19,female
1963,Elizabeth,20,female
1964,Lisa,1,female
1964,Mary,2,female
1964,Susan,3,female
1964,Karen,4,female
1964,Patricia,5,female
1964,Kimberly,6,female
1964,Donna,7,female
1964,Linda,8,female
1964,Cynthia,9,female
1964,Tammy,10,female
1964,Pamela,11,female
1964,Deborah,12,female
1964,Sandra,13,female
1964,Laura,14,female
1964,Lori,15,female
1964,Elizabeth,16,female
1964,Julie,17,female
1964,Brenda,18,female
1964,Barbara,19,female
1964,Sharon,20,female
1965,Lisa,1,female
1965,Mary,2,female
1965,Karen,3,female
1965,Kimberly,4,female
1965,Susan,5,female
1965,Patricia,6,female
1965,Donna,7,female
1965,Linda,8,female
1965,Cynthia,9,female
1965,Angela,10,female
1965,Tammy,11,female
1965,Pamela,12,female
1965,Deborah,13,female
1965,Julie,14,female
1965,Sandra,15,female
1965,Elizabeth,16,female
1965,Laura,17,female
1965,Michelle,18,female
1965,Lori,19,female
1965,Jennifer,20,female
1966,Lisa,1,female
1966,Kimberly,2,female
1966,Mary,3,female
1966,Michelle,4,female
1966,Karen,5,female
1966,Susan,6,female
1966,Patricia,7,female
1966,Tammy,8,female
1966,Angela,9,female
1966,Jennifer,10,female
1966,Cynthia,11,female
1966,Donna,12,female
1966,Julie,13,female
1966,Deborah,14,female
1966,Pamela,15,female
1966,Elizabeth,16,female
1966,Sandra,17,female
1966,Linda,18,female
1966,Laura,19,female
1966,Christine,20,female
1967,Lisa,1,female
1967,Kimberly,2,female
1967,Michelle,3,female
1967,Mary,4,female
1967,Susan,5,female
1967,Karen,6,female
1967,Angela,7,female
1967,Tammy,8,female
1967,Melissa,9,female
1967,Jennifer,10,female
1967,Patricia,11,female
1967,Amy,12,female
1967,Elizabeth,13,female
1967,Christine,14,female
1967,Laura,15,female
1967,Julie,16,female
1967,Pamela,17,female
1967,Cynthia,18,female
1967,Donna,19,female
1967,Sandra,20,female
1968,Lisa,1,female
1968,Michelle,2,female
1968,Kimberly,3,female
1968,Jennifer,4,female
1968,Melissa,5,female
1968,Mary,6,female
1968,Angela,7,female
1968,Tammy,8,female
1968,Karen,9,female
1968,Susan,10,female
1968,Laura,11,female
1968,Kelly,12,female
1968,Amy,13,female
1968,Christine,14,female
1968,Patricia,15,female
1968,Julie,16,female
1968,Elizabeth,17,female
1968,Tina,18,female
1968,Cynthia,19,female
1968,Pamela,20,female
1969,Lisa,1,female
1969,Michelle,2,female
1969,Jennifer,3,female
1969,Kimberly,4,female
1969,Melissa,5,female
1969,Amy,6,female
1969,Angela,7,female
1969,Mary,8,female
1969,Tammy,9,female
1969,Laura,10,female
1969,Susan,11,female
1969,Julie,12,female
1969,Karen,13,female
1969,Christine,14,female
1969,Kelly,15,female
1969,Elizabeth,16,female
1969,Tracy,17,female
1969,Patricia,18,female
1969,Stephanie,19,female
1969,Lori,20,female
1970,Jennifer,1,female
1970,Lisa,2,female
1970,Kimberly,3,female
1970,Michelle,4,female
1970,Amy,5,female
1970,Angela,6,female
1970,Melissa,7,female
1970,Tammy,8,female
1970,Mary,9,female
1970,Tracy,10,female
1970,Julie,11,female
1970,Karen,12,female
1970,Laura,13,female
1970,Christine,14,female
1970,Susan,15,female
1970,Dawn,16,female
1970,Stephanie,17,female
1970,Elizabeth,18,female
1970,Heather,19,female
1970,Kelly,20,female
1971,Jennifer,1,female
1971,Michelle,2,female
1971,Lisa,3,female
1971,Kimberly,4,female
1971,Amy,5,female
1971,Angela,6,female
1971,Melissa,7,female
1971,Tammy,8,female
1971,Mary,9,female
1971,Julie,10,female
1971,Stephanie,11,female
1971,Heather,12,female
1971,Tracy,13,female
1971,Dawn,14,female
1971,Karen,15,female
1971,Laura,16,female
1971,Susan,17,female
1971,Christine,18,female
1971,Elizabeth,19,female
1971,Tina,20,female
1972,Jennifer,1,female
1972,Michelle,2,female
1972,Lisa,3,female
1972,Kimberly,4,female
1972,Amy,5,female
1972,Angela,6,female
1972,Melissa,7,female
1972,Stephanie,8,female
1972,Heather,9,female
1972,Nicole,10,female
1972,Tammy,11,female
1972,Julie,12,female
1972,Mary,13,female
1972,Rebecca,14,female
1972,Elizabeth,15,female
1972,Christine,16,female
1972,Laura,17,female
1972,Tina,18,female
1972,Tracy,19,female
1972,Dawn,20,female
1973,Jennifer,1,female
1973,Amy,2,female
1973,Michelle,3,female
1973,Kimberly,4,female
1973,Lisa,5,female
1973,Melissa,6,female
1973,Angela,7,female
1973,Heather,8,female
1973,Stephanie,9,female
1973,Rebecca,10,female
1973,Nicole,11,female
1973,Julie,12,female
1973,Elizabeth,13,female
1973,Mary,14,female
1973,Tammy,15,female
1973,Christina,16,female
1973,Christine,17,female
1973,Kelly,18,female
1973,Laura,19,female
1973,Tracy,20,female
1974,Jennifer,1,female
1974,Amy,2,female
1974,Michelle,3,female
1974,Heather,4,female
1974,Angela,5,female
1974,Kimberly,6,female
1974,Melissa,7,female
1974,Lisa,8,female
1974,Stephanie,9,female
1974,Rebecca,10,female
1974,Nicole,11,female
1974,Elizabeth,12,female
1974,Mary,13,female
1974,Julie,14,female
1974,Christina,15,female
1974,Kelly,16,female
1974,Jessica,17,female
1974,Shannon,18,female
1974,Christine,19,female
1974,Sarah,20,female
1975,Jennifer,1,female
1975,Amy,2,female
1975,Heather,3,female
1975,Melissa,4,female
1975,Angela,5,female
1975,Michelle,6,female
1975,Kimberly,7,female
1975,Lisa,8,female
1975,Stephanie,9,female
1975,Nicole,10,female
1975,Rebecca,11,female
1975,Christina,12,female
1975,Jessica,13,female
1975,Amanda,14,female
1975,Elizabeth,15,female
1975,Kelly,16,female
1975,Sarah,17,female
1975,Julie,18,female
1975,Mary,19,female
1975,Laura,20,female
1976,Jennifer,1,female
1976,Amy,2,female
1976,Melissa,3,female
1976,Heather,4,female
1976,Angela,5,female
1976,Michelle,6,female
1976,Kimberly,7,female
1976,Jessica,8,female
1976,Lisa,9,female
1976,Amanda,10,female
1976,Stephanie,11,female
1976,Rebecca,12,female
1976,Nicole,13,female
1976,Christina,14,female
1976,Sarah,15,female
1976,Elizabeth,16,female
1976,Shannon,17,female
1976,Jamie,18,female
1976,Kelly,19,female
1976,Laura,20,female
1977,Jennifer,1,female
1977,Melissa,2,female
1977,Amy,3,female
1977,Jessica,4,female
1977,Heather,5,female
1977,Angela,6,female
1977,Michelle,7,female
1977,Kimberly,8,female
1977,Amanda,9,female
1977,Kelly,10,female
1977,Sarah,11,female
1977,Lisa,12,female
1977,Elizabeth,13,female
1977,Stephanie,14,female
1977,Nicole,15,female
1977,Christina,16,female
1977,Rebecca,17,female
1977,Jamie,18,female
1977,Shannon,19,female
1977,Laura,20,female
1978,Jennifer,1,female
1978,Melissa,2,female
1978,Jessica,3,female
1978,Amy,4,female
1978,Heather,5,female
1978,Amanda,6,female
1978,Angela,7,female
1978,Sarah,8,female
1978,Michelle,9,female
1978,Nicole,10,female
1978,Lisa,11,female
1978,Kelly,12,female
1978,Kimberly,13,female
1978,Elizabeth,14,female
1978,Christina,15,female
1978,Stephanie,16,female
1978,Rebecca,17,female
1978,Crystal,18,female
1978,Laura,19,female
1978,Jamie,20,female
1979,Jennifer,1,female
1979,Melissa,2,female
1979,Amanda,3,female
1979,Jessica,4,female
1979,Amy,5,female
1979,Sarah,6,female
1979,Heather,7,female
1979,Angela,8,female
1979,Nicole,9,female
1979,Michelle,10,female
1979,Elizabeth,11,female
1979,Kimberly,12,female
1979,Lisa,13,female
1979,Christina,14,female
1979,Stephanie,15,female
1979,Kelly,16,female
1979,Rebecca,17,female
1979,Crystal,18,female
1979,Jamie,19,female
1979,Laura,20,female
1980,Jennifer,1,female
1980,Amanda,2,female
1980,Jessica,3,female
1980,Melissa,4,female
1980,Sarah,5,female
1980,Heather,6,female
1980,Nicole,7,female
1980,Amy,8,female
1980,Elizabeth,9,female
1980,Michelle,10,female
1980,Kimberly,11,female
1980,Angela,12,female
1980,Stephanie,13,female
1980,Tiffany,14,female
1980,Christina,15,female
1980,Lisa,16,female
1980,Rebecca,17,female
1980,Crystal,18,female
1980,Kelly,19,female
1980,Erin,20,female
1981,Jennifer,1,female
1981,Jessica,2,female
1981,Amanda,3,female
1981,Sarah,4,female
1981,Melissa,5,female
1981,Amy,6,female
1981,Nicole,7,female
1981,Stephanie,8,female
1981,Elizabeth,9,female
1981,Heather,10,female
1981,Michelle,11,female
1981,Rebecca,12,female
1981,Kimberly,13,female
1981,Tiffany,14,female
1981,Angela,15,female
1981,Crystal,16,female
1981,Christina,17,female
1981,Lisa,18,female
1981,Erin,19,female
1981,Amber,20,female
1982,Jennifer,1,female
1982,Jessica,2,female
1982,Amanda,3,female
1982,Sarah,4,female
1982,Melissa,5,female
1982,Nicole,6,female
1982,Stephanie,7,female
1982,Elizabeth,8,female
1982,Crystal,9,female
1982,Amy,10,female
1982,Michelle,11,female
1982,Heather,12,female
1982,Tiffany,13,female
1982,Kimberly,14,female
1982,Rebecca,15,female
1982,Angela,16,female
1982,Ashley,17,female
1982,Amber,18,female
1982,Christina,19,female
1982,Erin,20,female
1983,Jennifer,1,female
1983,Jessica,2,female
1983,Amanda,3,female
1983,Ashley,4,female
1983,Sarah,5,female
1983,Melissa,6,female
1983,Nicole,7,female
1983,Stephanie,8,female
1983,Heather,9,female
1983,Elizabeth,10,female
1983,Crystal,11,female
1983,Amy,12,female
1983,Michelle,13,female
1983,Tiffany,14,female
1983,Kimberly,15,female
1983,Christina,16,female
1983,Amber,17,female
1983,Erin,18,female
1983,Rebecca,19,female
1983,Rachel,20,female
1984,Jennifer,1,female
1984,Jessica,2,female
1984,Ashley,3,female
1984,Amanda,4,female
1984,Sarah,5,female
1984,Stephanie,6,female
1984,Nicole,7,female
1984,Melissa,8,female
1984,Heather,9,female
1984,Elizabeth,10,female
1984,Megan,11,female
1984,Crystal,12,female
1984,Amy,13,female
1984,Tiffany,14,female
1984,Rachel,15,female
1984,Danielle,16,female
1984,Michelle,17,female
1984,Amber,18,female
1984,Laura,19,female
1984,Christina,20,female
1985,Jessica,1,female
1985,Ashley,2,female
1985,Jennifer,3,female
1985,Amanda,4,female
1985,Sarah,5,female
1985,Stephanie,6,female
1985,Nicole,7,female
1985,Heather,8,female
1985,Elizabeth,9,female
1985,Megan,10,female
1985,Melissa,11,female
1985,Christina,12,female
1985,Rachel,13,female
1985,Laura,14,female
1985,Lauren,15,female
1985,Amber,16,female
1985,Brittany,17,female
1985,Danielle,18,female
1985,Kimberly,19,female
1985,Amy,20,female
1986,Jessica,1,female
1986,Ashley,2,female
1986,Amanda,3,female
